epoch;accuracy;loss;val_accuracy;val_loss
0;0.3667007088661194;5.071389198303223;0.4327485263347626;1.1738190650939941
1;0.4616956114768982;1.046514630317688;0.46198830008506775;1.0928417444229126
2;0.47191011905670166;1.0207082033157349;0.3040935695171356;1.1565483808517456
3;0.42288050055503845;1.0393071174621582;0.45614033937454224;1.089385747909546
4;0.449438214302063;1.0504575967788696;0.39181286096572876;1.1292037963867188
5;0.4157303273677826;1.0861577987670898;0.3801169693470001;1.1187773942947388
6;0.4147088825702667;1.0798072814941406;0.34502923488616943;1.118589997291565
7;0.4157303273677826;1.0558887720108032;0.2923976480960846;1.1887835264205933
8;0.44841673970222473;1.057020902633667;0.2923976480960846;1.1885743141174316
9;0.44433096051216125;1.0537625551223755;0.4327485263347626;1.0881574153900146
